,sugar_to_flour_ratio,sugar_index,bake_temp,chill_time,calories,density,pH,grams_baking_soda,bake_time,quality,butter_type,weight,mixins,crunch_factor
1725,0.31,1.7,880,15.0,64.0,0.9969,8.46,0.79,9.3,5,cubed,12.4,"nuts, oats, chocolate",1.71
1726,0.47,1.4,560,9.0,24.0,0.99695,8.22,0.82,10.3,7,cubed,19.2,raisins,1.24
1727,0.48,1.9,660,6.0,10.0,0.99724,8.33,0.87,10.9,6,cubed,20.8,chocolate,1.08
1728,0.35,2.2,740,21.0,66.0,0.9974,8.25,0.56,9.2,5,cubed,15.6,"nuts,raisins",1.86
1729,0.18,2.1,780,5.0,30.0,0.9967,8.2,0.48,9.8,6,cubed,17.0,"nuts,raisins",1.49
1730,0.48,15.8,520,25.0,94.0,0.99782,8.07,0.45,9.2,8,melted,12.2,chocolate,1.74
1731,0.04,2.2,1190,14.0,56.0,0.9962,8.21,0.6,10.9,6,cubed,17.6,"nuts,raisins",1.55
1732,0.38,1.8,400,39.0,148.0,0.9942,8.16,0.67,10.2,8,melted,17.6,"chocolate, oats",1.31
1733,0.47,1.8,1180,6.0,14.0,0.9982,8.3,0.75,9.8,6,cubed,21.8,raisins,1.18
1734,0.32,1.3,410,12.0,188.0,0.9953,8.17,0.49,9.5,7,melted,17.8,raisins,1.24
1735,0.31,4.0,300,27.0,108.0,0.99031,8.3,0.43,12.2,9,melted,10.8,raisins,1.97
1736,0.49,1.35,520,6.0,48.0,0.9911,8.15,0.28,11.4,7,melted,15.6,chocolate,1.1
1737,0.24,18.35,500,33.0,184.0,0.99943,8.12,0.61,9.3,7,melted,12.2,raisins,1.98
1738,0.49,0.9,570,15.0,73.0,0.9928,8.07,0.38,10.4,8,melted,16.4,chocolate,1.8
1739,0.36,1.8,340,43.0,150.0,0.9922,8.42,0.69,11.0,10,melted,12.8,"chocolate, oats",1.3
1740,0.15,2.1,260,29.0,130.0,0.98953,8.39,0.77,13.4,10,melted,10.8,"nuts, chocolate",1.27
1741,0.32,12.5,350,18.0,156.0,0.99666,7.88,0.36,9.0,8,melted,13.4,"chocolate, oats",1.83
1742,0.27,4.6,500,23.0,98.0,0.99422,8.08,0.47,9.5,8,melted,15.2,"chocolate, oats",1.42
1743,0.27,15.5,360,31.0,134.0,0.99408,8.19,0.44,13.0,9,melted,12.0,chocolate,1.7
1744,0.25,1.4,330,30.0,114.0,0.98794,8.08,0.43,13.2,8,melted,12.0,chocolate,1.58
1745,0.24,2.2,790,19.0,58.0,0.9991,8.18,0.56,10.1,6,cubed,20.0,"nuts,raisins",1.7
1746,0.3,2.4,740,15.0,55.0,0.9968,8.46,0.59,10.2,5,cubed,14.6,"nuts,raisins",1.15
1747,0.4,1.6,560,11.0,25.0,0.9967,8.32,0.87,8.7,6,cubed,15.8,chocolate,1.44
1748,0.06,4.0,870,27.0,61.0,0.9965,8.36,0.67,10.7,6,cubed,15.8,"nuts,raisins",1.33
1749,0.35,1.0,320,42.0,104.0,0.98988,8.16,0.37,11.7,9,melted,14.0,chocolate,1.56
1750,0.18,1.4,560,13.0,137.0,0.9935,8.11,0.42,9.5,7,melted,13.6,chocolate,1.02
1751,0.22,1.9,230,5.0,56.0,0.98928,8.04,0.79,13.0,9,melted,12.4,"nuts, chocolate",1.28
1752,0.32,2.2,420,41.0,142.0,0.98952,8.31,0.44,12.7,9,melted,12.2,raisins,1.07
1753,0.39,2.3,950,5.0,22.0,0.9986,8.37,0.58,10.3,5,cubed,17.8,"nuts,raisins",1.97
1754,0.22,5.6,470,45.0,147.0,0.99383,8.09,0.54,10.0,7,melted,12.6,"chocolate, oats",1.12
1755,0.35,1.3,390,29.0,191.0,0.9908,8.13,0.52,11.0,8,melted,13.8,chocolate,1.14
1756,0.76,3.7,1000,6.0,43.0,1.0032,7.95,0.68,11.2,7,cubed,31.2,"nuts, oats, chocolate",1.33
1757,0.32,2.2,280,36.0,92.0,0.99076,8.27,0.59,11.9,9,melted,13.0,chocolate,1.33
1758,0.49,5.9,380,39.0,128.0,0.9938,8.21,0.48,10.8,8,melted,14.0,chocolate,1.4
1759,0.1,1.4,710,27.0,63.0,0.996,8.28,0.61,9.2,5,cubed,14.0,"nuts, oats, chocolate",1.11
1760,0.21,1.8,810,14.0,31.0,0.99689,8.59,0.66,9.8,5,cubed,12.8,"nuts, oats, chocolate",1.46
1761,0.22,1.0,300,47.0,123.0,0.99218,8.55,0.44,10.15,8,melted,10.4,"chocolate, oats",1.03
1762,0.37,4.85,410,39.5,216.5,0.99432,8.1,0.5,9.8,8,melted,12.8,raisins,1.48
1763,0.26,11.0,430,41.0,211.0,0.99676,8.11,0.49,10.0,8,melted,16.2,chocolate,1.12
1764,0.31,6.4,310,38.0,115.0,0.99235,8.38,0.58,12.2,9,melted,14.0,raisins,1.33
1765,0.23,10.8,300,28.0,95.0,0.99164,7.93,0.41,13.6,8,melted,15.4,raisins,1.39
1766,0.35,4.9,480,31.0,103.0,0.9947,8.43,0.79,9.7,8,melted,12.8,"chocolate, oats",1.24
1767,0.27,1.7,380,41.0,150.0,0.9933,8.49,0.71,10.5,9,melted,12.4,chocolate,1.76
1768,0.66,2.6,880,10.0,41.0,1.001,8.17,0.68,9.8,6,cubed,25.2,raisins,1.6
1769,0.49,3.1,450,21.0,116.0,0.9931,8.16,0.35,10.3,7,melted,15.6,chocolate,1.9
1770,0.24,10.8,420,47.0,130.0,0.996,8.08,0.4,10.1,8,melted,13.0,chocolate,1.13
1771,0.22,9.5,560,44.0,213.0,0.99715,8.08,0.61,9.3,8,melted,15.6,chocolate,1.79
1772,0.2,16.05,470,26.0,166.0,0.9976,8.09,0.46,8.9,7,melted,11.6,raisins,1.52
1773,0.44,1.7,240,36.0,116.0,0.98935,8.18,0.4,12.5,8,melted,12.6,chocolate,1.08
1774,0.22,5.25,530,33.0,180.0,0.9926,8.13,0.45,11.6,8,melted,14.8,raisins,1.64
1775,0.49,7.5,540,42.0,151.0,0.9948,8.27,0.52,10.1,8,melted,12.8,chocolate,1.81
1776,0.41,2.3,880,6.0,16.0,0.9988,8.09,0.8,9.3,5,cubed,22.6,raisins,1.14
1777,0.25,2.0,700,3.0,22.0,0.9963,8.25,0.63,9.2,5,cubed,14.0,"nuts,raisins",1.14
1778,0.43,12.6,330,64.0,230.0,0.9974,8.08,0.38,8.9,7,melted,12.8,chocolate,1.05
1779,0.26,12.5,460,48.0,179.0,0.9975,8.1,0.52,9.0,8,melted,14.4,chocolate,1.83
1780,0.01,2.1,640,31.0,43.0,0.99371,8.41,0.57,11.8,6,cubed,15.4,"nuts, oats",1.66
1781,0.0,1.2,650,15.0,21.0,0.9946,8.39,0.47,10.0,7,cubed,14.6,"nuts, oats, chocolate",1.8
1782,0.57,4.6,800,6.0,20.0,0.99652,8.28,0.57,12.5,6,cubed,18.2,"nuts, chocolate",1.65
1783,0.25,1.4,490,43.0,141.0,0.9934,8.42,0.54,10.2,9,melted,14.8,chocolate,1.76
1784,0.29,3.1,440,39.0,122.0,0.99143,8.0,0.6,11.3,8,melted,14.4,chocolate,1.02
1785,0.33,2.05,630,13.0,27.0,0.99516,8.26,0.84,11.7,7,cubed,18.2,chocolate,1.49
1786,0.36,0.8,340,48.0,113.0,0.99165,8.24,0.68,10.5,8,melted,13.2,chocolate,1.05
1787,0.47,7.85,300,19.0,133.0,0.9933,8.52,0.43,11.5,9,melted,11.8,raisins,1.4
1788,0.28,1.9,460,33.0,103.0,0.98997,8.12,0.31,12.0,7,melted,14.2,chocolate,1.28
1789,0.17,1.0,420,21.0,144.0,0.99304,8.13,0.4,9.6,7,melted,14.2,raisins,1.82
1790,0.29,2.8,440,27.0,97.0,0.9904,8.12,0.42,11.2,8,melted,13.6,"nuts, chocolate",1.95
1791,0.14,1.8,780,10.0,23.0,0.99636,8.53,0.61,10.4,5,cubed,14.0,"nuts,raisins",1.63
1792,0.32,1.4,600,47.0,150.0,0.9952,8.37,0.42,9.2,8,melted,15.4,"chocolate, oats",1.23
1793,0.44,8.2,460,52.0,183.0,0.99584,8.2,0.51,9.4,7,melted,13.6,chocolate,1.71
1794,0.29,2.8,250,37.0,107.0,0.99159,8.31,0.63,11.3,9,melted,13.4,raisins,1.31
1795,0.27,2.0,830,17.0,91.0,0.99616,8.26,0.58,9.8,6,cubed,15.0,"nuts, oats, chocolate",1.59
1796,0.43,6.0,220,22.0,125.0,0.9928,8.13,0.55,11.5,8,melted,14.8,chocolate,1.99
1797,0.3,1.0,390,19.0,75.0,0.992,8.01,0.56,10.7,7,melted,15.4,chocolate,1.15
1798,0.51,17.6,450,34.0,125.0,0.99966,8.2,0.47,8.8,8,melted,13.0,chocolate,1.36
1799,0.31,1.4,580,38.0,167.0,0.9931,8.16,0.53,10.0,9,melted,14.8,"chocolate, oats",1.81
1800,0.49,2.5,670,6.0,21.0,0.9987,8.26,0.86,10.7,6,cubed,21.2,raisins,1.47
1801,0.23,1.6,420,14.0,67.0,0.9942,8.07,0.32,9.5,7,melted,18.8,"chocolate, oats",1.82
1802,0.33,15.75,350,16.0,132.0,0.996,8.0,0.37,12.1,8,melted,17.8,chocolate,1.12
1803,0.37,15.4,350,62.0,153.0,0.99845,8.02,0.4,9.3,7,melted,13.2,chocolate,1.27
1804,0.25,18.4,510,28.0,182.0,0.99946,8.13,0.62,9.3,8,melted,12.4,raisins,1.64
1805,0.23,1.7,290,39.0,128.0,0.99272,8.37,0.41,10.7,9,melted,15.6,"chocolate, oats",1.5
1806,0.28,2.5,390,34.0,137.0,0.98946,8.22,0.38,12.7,8,melted,12.8,raisins,1.44
1807,0.35,3.9,400,27.0,140.0,0.99102,7.98,0.53,11.8,8,melted,13.0,chocolate,1.45
1808,0.32,6.0,340,50.0,127.0,0.992,8.51,0.58,12.5,9,melted,11.8,"nuts, chocolate",1.89
1809,0.29,4.1,260,19.0,101.0,0.9918,8.01,0.38,12.4,7,melted,17.2,"nuts, chocolate",2.0
1810,0.28,14.4,550,55.0,205.0,0.9986,8.12,0.38,9.0,9,melted,14.4,chocolate,1.62
1811,0.32,13.4,440,35.0,169.0,0.99975,8.12,0.47,8.8,9,melted,17.4,chocolate,1.3
1812,0.53,3.3,1050,33.0,98.0,1.001,8.2,0.95,9.2,5,cubed,23.2,"nuts, chocolate",1.73
1813,0.1,1.8,740,20.0,56.0,0.99672,8.35,0.56,9.2,5,cubed,14.6,"raisins, oats",1.07
1814,0.14,2.5,860,9.0,30.0,0.99824,8.34,0.64,10.5,5,cubed,17.8,"nuts, oats",1.36
1815,0.36,8.9,290,44.0,128.0,0.99318,8.28,0.35,11.95,9,melted,13.6,raisins,1.05
1816,0.35,1.4,500,8.0,163.0,0.99244,8.24,0.42,10.7,7,melted,14.6,raisins,1.55
1817,0.8,12.3,380,77.0,183.0,0.99778,7.95,0.48,9.0,7,melted,14.8,chocolate,1.51
1818,0.37,7.9,500,60.0,150.0,0.99488,7.86,0.49,9.3,8,melted,12.8,chocolate,1.2
1819,0.29,10.3,390,41.0,98.0,0.99564,8.19,0.38,9.8,10,melted,14.0,"chocolate, oats",1.49
1820,0.33,1.4,280,14.0,99.0,0.9928,8.23,0.55,10.1,8,melted,13.0,"chocolate, oats",1.29
1821,0.0,1.4,700,32.0,38.0,0.99438,8.32,0.58,11.4,6,cubed,13.8,"nuts, chocolate",1.75
1822,0.39,1.9,540,6.0,17.0,0.9976,8.17,0.47,10.0,5,cubed,20.4,"nuts, oats, chocolate",1.6
1823,0.35,7.2,460,45.0,178.0,0.9955,8.14,0.53,9.7,7,melted,14.4,raisins,1.74
1824,0.32,3.6,350,22.0,93.0,0.99144,8.08,0.6,12.5,9,melted,15.2,raisins,1.82
1825,0.24,1.2,340,17.0,121.0,0.9933,8.13,0.36,9.2,7,melted,13.2,raisins,1.63
1826,0.18,15.0,400,21.0,116.0,0.99736,8.14,0.5,9.2,7,melted,12.8,chocolate,1.74
1827,0.18,2.1,710,12.0,31.0,0.99761,8.52,0.72,9.6,6,cubed,14.4,"nuts,raisins",1.32
1828,0.38,1.0,270,31.0,90.0,0.98926,8.24,0.36,12.3,8,melted,13.0,chocolate,1.99
1829,0.28,4.4,290,14.0,107.0,0.99347,8.24,0.46,10.4,10,melted,13.8,"chocolate, oats",1.91
1830,0.3,1.8,650,16.0,20.0,0.99672,8.61,0.82,10.0,6,cubed,14.0,chocolate,1.94
1831,0.29,19.5,390,69.0,237.0,1.00037,8.1,0.48,9.2,8,melted,14.6,chocolate,1.03
1832,0.22,16.65,440,39.0,110.0,0.99855,8.24,0.48,9.0,8,melted,11.4,chocolate,1.67
1833,0.29,11.4,360,31.0,115.0,0.9949,8.35,0.48,10.5,10,melted,11.8,chocolate,1.83
1834,0.6,2.1,460,47.0,165.0,0.9936,8.05,0.54,10.1,9,melted,15.2,chocolate,1.67
1835,0.24,16.05,450,31.0,147.0,0.99822,8.08,0.52,9.2,7,melted,13.2,raisins,1.59
1836,0.23,3.3,260,31.0,99.0,0.9896,8.1,0.4,12.4,8,melted,13.6,raisins,1.38
1837,0.01,2.3,790,24.0,37.0,0.99514,8.4,0.61,10.9,6,cubed,14.2,"nuts, oats, chocolate",1.52
1838,0.73,6.55,740,38.0,76.0,0.999,8.17,0.85,12.0,7,cubed,20.8,"nuts, chocolate",1.51
1839,0.37,1.9,410,51.0,165.0,0.9908,8.26,0.4,12.2,10,melted,14.6,chocolate,1.13
1840,0.3,6.4,480,40.0,251.0,0.9956,8.29,0.52,10.0,7,melted,13.4,"chocolate, oats",1.86
1841,0.51,11.7,940,58.0,181.0,0.99776,7.91,0.51,9.0,7,melted,15.2,raisins,1.18
1842,0.32,10.4,430,63.0,201.0,0.997,8.11,0.53,9.5,8,melted,16.0,chocolate,1.56
1843,0.49,7.5,540,42.0,151.0,0.9948,8.27,0.52,10.1,8,melted,12.8,chocolate,1.23
1844,0.28,7.1,410,29.0,110.0,0.99652,8.2,0.42,9.2,8,melted,15.2,"chocolate, oats",1.2
1845,0.62,11.8,440,52.0,152.0,0.9975,8.12,0.46,8.7,8,melted,14.2,"nuts, chocolate",1.89
1846,0.0,1.8,440,18.0,88.0,0.99157,8.68,0.73,13.6,7,cubed,10.2,"nuts, chocolate",1.64
1847,0.14,4.4,1840,35.0,168.0,0.99396,7.93,0.45,9.4,8,melted,13.2,chocolate,1.86
1848,0.49,5.8,530,25.0,120.0,0.9942,8.01,0.98,10.5,8,melted,12.8,chocolate,1.16
1849,0.26,7.2,410,21.0,90.0,0.99509,8.22,0.55,9.5,8,melted,14.0,chocolate,1.3
1850,0.47,6.3,690,35.0,182.0,0.99391,8.11,0.46,9.75,7,melted,11.4,chocolate,1.36
1851,0.01,2.3,790,24.0,37.0,0.99514,8.4,0.61,10.9,6,cubed,14.2,"nuts, oats, chocolate",1.55
1852,0.28,14.0,530,83.0,197.0,0.9981,8.14,0.45,9.8,8,melted,16.0,chocolate,1.98
1853,0.33,2.6,530,11.0,71.0,0.99402,7.89,0.49,9.5,7,melted,16.4,chocolate,1.8
1854,0.09,5.5,1170,9.0,17.0,0.99655,8.35,0.49,10.8,6,cubed,13.2,"nuts, oats",1.43
1855,0.24,5.4,600,23.0,126.0,0.9951,8.25,0.44,9.0,9,melted,12.0,raisins,1.03
1856,0.28,10.2,390,29.0,115.0,0.99469,8.11,0.45,10.9,9,melted,13.4,"chocolate, oats",1.21
1857,0.38,6.5,1700,68.0,201.0,0.9956,8.19,0.38,9.4,8,melted,13.2,chocolate,1.01
1858,0.49,1.2,440,35.0,126.0,0.99,8.13,0.48,12.1,9,melted,13.6,chocolate,1.33
1859,0.31,8.8,840,26.0,45.0,0.99824,8.38,0.64,10.1,6,cubed,13.6,"nuts, chocolate",1.51
1860,0.61,11.8,450,54.0,155.0,0.9974,8.11,0.45,8.7,7,melted,14.2,"nuts, chocolate",1.07
1861,0.34,1.0,220,22.0,94.0,0.9912,8.23,0.57,11.1,8,melted,13.4,"chocolate, oats",1.56
1862,0.12,2.3,830,15.0,113.0,0.9966,8.17,0.66,9.8,5,cubed,16.6,"nuts, oats, chocolate",1.51
1863,0.48,6.2,490,55.0,182.0,0.99582,8.21,0.45,9.4,8,melted,13.6,chocolate,1.16
1864,0.02,7.9,1220,68.0,124.0,0.9994,8.47,0.53,9.9,5,cubed,13.2,"nuts, oats",1.04
1865,0.36,1.3,360,40.0,117.0,0.9934,8.27,0.95,9.5,9,melted,13.8,"chocolate, oats",1.37
1866,0.19,3.0,770,16.0,37.0,0.9966,8.37,0.51,10.5,5,cubed,14.8,"nuts, chocolate",1.55
1867,0.46,1.3,440,48.0,111.0,0.99127,7.97,0.45,11.1,7,melted,14.4,"chocolate, oats",1.02
1868,0.37,2.0,300,26.0,136.0,0.9932,8.28,0.61,10.2,8,melted,14.0,chocolate,1.75
1869,0.23,8.6,560,56.0,215.0,0.9967,8.17,0.44,8.8,7,melted,13.8,chocolate,1.94
1870,0.32,9.0,320,29.0,113.0,0.99188,8.13,0.65,12.9,9,melted,13.4,raisins,1.71
1871,0.32,3.0,360,38.0,93.0,0.9906,8.16,0.59,12.0,8,melted,13.0,chocolate,1.16
1872,0.24,6.6,1230,35.0,116.0,0.9953,8.07,0.48,9.4,7,melted,13.6,raisins,1.44
1873,0.46,7.8,470,48.0,186.0,0.9958,8.2,0.54,9.1,7,melted,13.2,chocolate,1.47
1874,0.46,1.6,360,15.0,92.0,0.99264,8.37,0.49,10.9,7,melted,13.4,"chocolate, oats",1.74
1875,0.41,1.1,400,38.0,143.0,0.9907,7.92,0.42,11.4,7,melted,15.2,"chocolate, oats",1.19
1876,0.32,13.2,500,53.0,236.0,0.9973,8.2,0.5,9.6,7,melted,13.8,"nuts,raisins",1.46
1877,0.31,1.5,350,32.0,127.0,0.9921,8.41,0.47,11.3,8,melted,13.2,chocolate,1.79
1878,0.47,4.5,300,19.0,112.0,0.9922,8.56,0.45,11.2,8,melted,11.2,"chocolate, oats",1.69
1879,0.06,1.6,500,6.0,18.0,0.99348,8.57,0.54,11.95,5,cubed,12.4,"nuts, oats, chocolate",1.66
1880,0.29,3.15,440,41.0,117.0,0.99153,8.24,0.35,11.5,7,melted,15.6,chocolate,1.63
1881,0.46,14.7,470,33.0,151.0,0.99709,8.03,0.53,10.3,7,melted,15.2,raisins,1.72
1882,0.31,1.7,600,34.0,110.0,0.9963,8.72,0.69,10.5,8,melted,14.6,chocolate,1.51
1883,0.38,7.8,460,35.0,192.0,0.9955,8.1,0.37,9.0,7,melted,12.8,raisins,1.54
1884,0.54,2.1,840,5.0,15.0,0.9987,7.98,0.7,9.2,6,cubed,23.0,raisins,1.1
1885,0.13,1.4,400,11.0,64.0,0.9922,8.29,0.52,10.5,7,melted,11.6,"nuts, chocolate",1.75
1886,0.34,6.6,1120,23.0,99.0,1.00289,8.22,0.68,9.3,5,cubed,21.4,"raisins, oats",1.07
1887,0.31,6.85,590,31.0,131.0,0.9952,8.29,0.34,9.7,7,melted,14.8,"chocolate, oats",1.31
1888,0.23,14.9,390,47.0,142.0,0.99705,8.14,0.35,9.7,8,melted,12.6,chocolate,1.4
1889,0.29,16.4,580,45.0,110.0,0.9978,8.15,0.37,9.7,8,melted,14.0,"chocolate, oats",1.85
1890,0.4,2.0,380,28.0,152.0,0.9906,8.18,0.32,12.9,8,melted,15.4,raisins,1.54
1891,0.42,6.6,330,36.0,141.0,0.9918,7.98,0.39,13.3,9,melted,16.2,"nuts, chocolate",1.01
1892,0.42,11.2,470,52.0,171.0,0.99758,8.54,0.74,10.4,7,melted,13.4,chocolate,1.81
1893,0.32,1.2,460,20.0,155.0,0.9934,8.8,0.41,10.2,8,melted,11.4,chocolate,1.29
1894,0.3,8.8,640,26.0,103.0,0.9961,7.94,0.56,9.3,7,melted,14.8,"chocolate, oats",1.7
1895,0.34,11.9,390,55.0,140.0,0.9959,8.02,0.31,10.3,8,melted,15.6,chocolate,1.47
1896,0.08,2.4,700,13.0,26.0,0.99358,8.4,0.72,12.5,7,cubed,13.2,"nuts,raisins",1.4
1897,0.3,2.6,340,75.0,129.0,0.9902,8.2,0.38,11.5,6,melted,11.6,chocolate,1.33
1898,0.41,15.15,400,38.0,216.0,0.9976,7.96,0.6,10.0,8,melted,15.8,chocolate,1.77
1899,0.27,17.4,640,29.0,140.0,0.99776,8.2,0.49,10.1,8,melted,13.0,chocolate,1.24
1900,0.24,1.9,1080,18.0,102.0,0.9967,8.26,0.59,9.3,5,cubed,14.6,"nuts, oats",1.58
1901,0.24,12.1,440,53.0,165.0,0.9969,8.25,0.39,9.5,7,melted,11.8,chocolate,1.5
1902,0.27,17.4,640,29.0,140.0,0.99776,8.2,0.49,10.1,8,melted,13.0,chocolate,1.17
1903,0.11,2.2,480,16.0,89.0,0.99182,8.54,0.88,13.56666667,7,cubed,10.6,"nuts, chocolate",1.09
1904,0.32,1.6,530,47.0,150.0,0.9948,8.29,0.76,9.6,8,melted,15.8,"chocolate, oats",1.58
1905,0.33,2.2,210,26.0,117.0,0.9886,8.12,0.3,12.5,8,melted,12.2,chocolate,1.9
1906,0.35,17.8,580,128.0,212.0,1.00241,8.44,0.43,8.9,7,melted,15.0,chocolate,1.17
1907,0.74,2.6,950,9.0,28.0,0.9994,8.2,0.77,10.8,7,cubed,25.6,raisins,1.69
1908,0.2,1.4,240,29.0,101.0,0.9916,8.24,0.54,10.8,8,melted,13.0,chocolate,1.37
1909,0.16,12.9,420,26.0,138.0,0.9974,8.28,0.33,9.0,7,melted,12.8,"nuts,raisins",1.93
1910,0.74,3.6,500,29.0,128.0,0.9928,8.28,0.4,12.4,8,melted,17.0,"chocolate, oats",1.06
1911,0.21,12.5,340,36.0,152.0,0.9972,8.28,0.43,9.5,8,melted,11.8,chocolate,1.59
1912,0.07,1.4,480,58.0,144.0,0.9922,8.17,0.38,10.0,7,melted,13.2,raisins,1.2
1913,0.19,2.3,710,18.0,36.0,0.99476,8.39,0.56,10.9,5,cubed,14.0,"nuts, chocolate",1.2
1914,0.27,4.8,300,40.0,110.0,0.99226,8.55,0.68,12.1,8,melted,11.8,"chocolate, oats",1.26
1915,0.34,12.6,480,7.0,41.0,0.9942,8.19,0.4,11.7,7,melted,14.4,raisins,1.46
1916,0.26,1.5,410,46.0,178.0,0.99154,8.19,0.56,11.3,8,melted,14.4,raisins,1.88
1917,0.28,14.7,510,29.0,149.0,0.99792,7.96,0.39,9.0,9,melted,14.0,"chocolate, oats",1.69
1918,0.47,3.0,530,46.0,144.0,0.9931,8.29,0.76,10.0,7,melted,10.8,raisins,1.86
1919,0.27,0.7,300,11.0,68.0,0.99218,8.3,0.41,9.8,7,melted,10.4,"chocolate, oats",1.85
1920,0.31,6.3,340,17.0,103.0,0.99305,8.15,0.52,11.4,9,melted,14.4,"chocolate, oats",1.09
1921,0.3,1.6,800,35.0,70.0,0.99693,8.44,0.5,9.4,5,cubed,14.2,raisins,1.12
1922,0.48,1.2,290,29.0,75.0,0.9892,8.33,0.39,12.8,10,melted,12.4,"nuts, oats, chocolate",1.18
1923,0.34,1.1,420,7.0,47.0,0.9934,8.47,0.4,10.2,8,melted,16.6,"chocolate, oats",1.87
1924,0.29,13.65,480,52.0,189.0,0.99784,8.0,0.6,9.5,8,melted,13.8,raisins,1.43
1925,0.4,8.2,360,15.0,95.0,0.9944,8.17,0.33,10.2,7,melted,13.8,chocolate,1.54
1926,0.3,2.0,310,13.0,128.0,0.9917,8.19,0.49,11.4,7,melted,14.2,chocolate,1.46
1927,0.06,2.0,790,19.0,41.0,0.99697,8.39,0.62,10.1,6,cubed,15.4,"nuts, oats, chocolate",1.47
1928,0.37,2.5,340,35.0,89.0,0.9913,8.25,0.5,11.0,9,melted,13.4,chocolate,1.54
1929,0.05,2.0,700,6.0,14.0,0.99562,8.51,0.66,10.8,6,cubed,13.6,"chocolate, peanut butter",1.75
1930,0.3,1.0,490,22.0,113.0,0.99289,8.24,0.61,10.2,7,melted,13.6,raisins,2.0
1931,0.21,1.3,550,42.0,168.0,0.9914,8.32,0.43,11.1,8,melted,12.0,chocolate,1.76
1932,0.34,4.6,320,37.0,135.0,0.9927,8.2,0.39,10.6,7,melted,13.6,chocolate,1.5
1933,0.38,10.5,440,33.0,139.0,0.99517,8.06,0.5,10.3,8,melted,13.8,chocolate,1.76
1934,0.6,4.0,370,6.0,122.0,0.99255,7.92,0.59,10.4,6,melted,13.8,"chocolate, oats",1.06
1935,0.28,4.25,320,43.0,132.0,0.9916,8.26,0.47,11.3,9,melted,12.2,"nuts, chocolate",1.52
1936,0.32,1.4,400,31.0,132.0,0.9922,8.36,0.54,10.8,9,melted,13.0,"chocolate, oats",1.12
1937,0.26,1.5,400,32.0,172.0,0.99194,8.27,0.48,11.2,8,melted,14.6,chocolate,1.84
1938,0.34,1.2,260,31.0,93.0,0.9916,7.93,0.37,11.3,9,melted,18.4,chocolate,1.74
1939,0.49,2.4,460,57.0,187.0,0.9952,8.62,0.81,10.4,8,melted,13.4,"chocolate, oats",1.44
1940,0.3,3.2,300,49.0,164.0,0.9927,8.53,0.79,11.7,9,melted,12.6,"nuts, chocolate",1.81
1941,0.21,15.7,560,49.0,159.0,0.99827,8.11,0.48,9.0,7,melted,13.8,raisins,1.07
1942,0.32,9.0,320,29.0,113.0,0.99188,8.13,0.65,12.9,9,melted,13.4,raisins,1.5
1943,0.35,3.8,340,26.0,109.0,0.9906,8.26,0.57,12.7,10,melted,13.6,"nuts,raisins",1.14
1944,0.36,8.55,200,20.0,86.0,0.99146,8.19,0.22,13.4,9,melted,13.4,chocolate,1.41
1945,0.32,7.6,490,37.0,107.0,0.99332,8.12,0.44,10.7,9,melted,13.6,"chocolate, oats",1.37
1946,0.49,11.8,480,46.0,212.0,0.9968,8.09,0.46,10.0,9,melted,16.2,chocolate,1.99
1947,0.35,15.55,570,35.5,366.5,1.0001,8.04,0.63,11.0,5,melted,17.2,"nuts,raisins",1.25
1948,0.33,2.3,610,52.0,73.0,0.99786,8.47,0.9,10.2,6,cubed,18.8,chocolate,1.36
1949,0.36,5.9,740,12.0,87.0,0.9978,8.33,0.83,10.5,5,cubed,14.6,"nuts, chocolate",1.74
1950,0.35,1.2,520,39.0,141.0,0.99108,8.44,0.69,11.3,8,melted,11.4,chocolate,1.72
1951,0.24,3.8,580,19.0,115.0,0.9958,8.15,0.45,8.9,7,melted,15.2,chocolate,1.02
1952,0.48,2.2,420,28.0,164.0,0.998,8.19,0.59,9.7,7,melted,20.6,chocolate,1.09
1953,0.45,2.0,800,6.0,13.0,0.99774,8.22,0.76,11.4,6,cubed,20.8,"nuts,raisins",1.1
1954,0.74,10.0,560,36.0,225.0,0.9977,8.06,0.43,10.0,6,melted,19.6,chocolate,1.16
1955,0.49,6.4,450,12.0,115.0,0.9963,8.27,0.57,9.0,6,melted,12.4,"nuts, chocolate",1.42
1956,0.28,4.9,420,51.0,180.0,0.9952,8.3,0.75,9.5,8,melted,13.2,chocolate,1.89
1957,0.49,14.0,340,37.0,156.0,0.9958,8.14,0.38,11.8,9,melted,15.2,"nuts,raisins",1.24
1958,0.32,2.8,500,17.0,126.0,0.9936,8.18,0.55,9.4,8,melted,12.4,chocolate,1.93
1959,0.25,3.1,520,41.0,188.0,0.9915,8.24,0.4,11.3,7,melted,13.2,chocolate,1.21
1960,0.04,2.0,820,10.0,22.0,0.9976,8.22,0.44,9.6,5,cubed,16.8,"nuts,raisins",1.96
1961,0.28,11.1,560,45.0,175.0,0.99755,8.42,0.43,9.5,7,melted,11.6,chocolate,1.59
1962,0.28,10.8,510,25.0,157.0,0.9957,8.06,0.47,11.4,9,melted,16.0,"nuts, chocolate",1.34
1963,0.45,7.8,480,52.0,188.0,0.99576,8.2,0.53,9.1,7,melted,13.0,chocolate,1.13
1964,0.28,9.65,250,26.0,121.0,0.9925,8.28,0.38,11.3,8,melted,11.4,chocolate,1.23
